sessionId;userId;itemId;timeframe;eventdate
95271;39091.0;107036;32256;2016-03-23
95271;39091.0;30756;558322;2016-03-23
95271;39091.0;31062;822573;2016-03-23
95271;39091.0;16489;380405;2016-03-23
95271;39091.0;32757;105397;2016-03-23
95271;39091.0;10274;446327;2016-03-23
95271;39091.0;3148;676142;2016-03-23
95271;39091.0;3148;793621;2016-03-23
95271;39091.0;11442;212315;2016-03-23
110975;39091.0;10274;28550;2016-04-10
110975;39091.0;10274;1042858;2016-04-10
110975;39091.0;10274;283887;2016-04-10
110975;39091.0;10274;567303;2016-04-10
110975;39091.0;3844;1143854;2016-04-10
168824;39091.0;647;926897;2016-04-14
168824;39091.0;82535;291867;2016-04-14
168824;39091.0;166758;687523;2016-04-14
168824;39091.0;132050;522895;2016-04-14
168824;39091.0;62429;720175;2016-04-14
168824;39091.0;399304;355974;2016-04-14
168824;39091.0;399304;175361;2016-04-14
328250;39091.0;83484;561882;2016-04-02
328250;39091.0;32138;481951;2016-04-02
328250;39091.0;11121;633842;2016-04-02
328250;39091.0;3694;679381;2016-04-02
328250;39091.0;3904;245080;2016-04-02
328250;39091.0;9145;357171;2016-04-02
328250;39091.0;9145;507794;2016-04-02
328250;39091.0;10274;1172371;2016-04-02
328250;39091.0;10440;1187263;2016-04-02
328250;39091.0;35332;290576;2016-04-02
328250;39091.0;5446;125327;2016-04-02
328250;39091.0;5446;777513;2016-04-02
328250;39091.0;90072;722401;2016-04-02
331597;39091.0;35015;22410;2016-04-03
331597;39091.0;7589;455586;2016-04-03
331597;39091.0;7589;808652;2016-04-03
369573;39091.0;37328;856710;2016-04-10
