sessionId;userId;itemId;timeframe;eventdate
69899;29428.0;34804;574274;2016-04-20
69899;29428.0;1321;173817;2016-04-20
69899;29428.0;54692;331477;2016-04-20
75290;29428.0;85312;102350;2016-04-19
75290;29428.0;22959;637321;2016-04-19
75290;29428.0;42678;610188;2016-04-19
75290;29428.0;10782;90975;2016-04-19
75290;29428.0;10784;58432;2016-04-19
75290;29428.0;141367;248901;2016-04-19
75290;29428.0;34836;26592;2016-04-19
75290;29428.0;67416;35748;2016-04-19
75290;29428.0;80109;288659;2016-04-19
75290;29428.0;126604;262263;2016-04-19
109919;29428.0;34804;16283;2016-02-25
109919;29428.0;30123;382259;2016-02-25
109919;29428.0;59459;171004;2016-02-25
109919;29428.0;7843;399475;2016-02-25
109919;29428.0;1143;354223;2016-02-25
109919;29428.0;39196;537305;2016-02-25
109919;29428.0;8759;895152;2016-02-25
109919;29428.0;27188;341251;2016-02-25
109919;29428.0;147636;288366;2016-02-25
109919;29428.0;44931;1186818;2016-02-25
109919;29428.0;55790;1159466;2016-02-25
109919;29428.0;4572;1121892;2016-02-25
109919;29428.0;395623;1089166;2016-02-25
109919;29428.0;177425;516649;2016-02-25
150707;29428.0;44936;20497;2016-04-20
150707;29428.0;4572;24076;2016-04-20
150707;29428.0;4572;36833;2016-04-20
150707;29428.0;126673;311776;2016-04-20
179294;29428.0;149014;172533;2016-05-05
179294;29428.0;55790;117324;2016-05-05
179294;29428.0;88439;244901;2016-05-05
179294;29428.0;88439;214011;2016-05-05
179294;29428.0;206029;27443;2016-05-05
179294;29428.0;20245;627084;2016-05-05
179294;29428.0;126604;396347;2016-05-05
179294;29428.0;126604;64146;2016-05-05
279653;29428.0;135911;132912;2016-05-08
279653;29428.0;36956;274090;2016-05-08
279653;29428.0;161039;166224;2016-05-08
279653;29428.0;58579;15995;2016-05-08
279653;29428.0;25769;33868;2016-05-08
279653;29428.0;7360;293656;2016-05-08
279653;29428.0;14860;43062;2016-05-08
279653;29428.0;204989;224265;2016-05-08
279653;29428.0;173672;118425;2016-05-08
279653;29428.0;393131;232059;2016-05-08
279653;29428.0;378238;84195;2016-05-08
279653;29428.0;380079;335254;2016-05-08
279653;29428.0;377312;213386;2016-05-08
279653;29428.0;375898;357894;2016-05-08
303322;29428.0;22959;87924;2016-04-12
303322;29428.0;42678;63267;2016-04-12
416392;29428.0;32394;79461;2016-05-26
416392;29428.0;4572;10234;2016-05-26
416392;29428.0;80109;32674;2016-05-26
461420;29428.0;34797;41303;2016-04-18
461420;29428.0;13360;99640;2016-04-18
