sessionId;userId;itemId;timeframe;eventdate
64760;4067.0;167158;398667;2016-03-22
64760;4067.0;127699;146590;2016-03-22
64760;4067.0;176859;317349;2016-03-22
64760;4067.0;176859;209190;2016-03-22
64760;4067.0;11419;350784;2016-03-22
64760;4067.0;3962;10660;2016-03-22
64760;4067.0;6249;524300;2016-03-22
118320;4067.0;71142;9715;2016-03-12
118320;4067.0;518346;369922;2016-03-12
118320;4067.0;474031;1032277;2016-03-12
118320;4067.0;155470;411494;2016-03-12
118320;4067.0;76834;44903;2016-03-12
180767;4067.0;72214;9684;2016-05-04
190183;4067.0;7989;104030;2016-02-19
190183;4067.0;101826;39489;2016-02-19
190183;4067.0;12726;13348;2016-02-19
190183;4067.0;13001;57727;2016-02-19
198712;4067.0;9303;72299;2016-03-14
198712;4067.0;9303;952935;2016-03-14
198712;4067.0;151038;250370;2016-03-14
198712;4067.0;151038;55752;2016-03-14
202418;4067.0;157629;656480;2016-04-02
202418;4067.0;185928;729986;2016-04-02
215614;4067.0;78146;361463;2016-03-26
215614;4067.0;67390;388787;2016-03-26
215614;4067.0;48461;254156;2016-03-26
215614;4067.0;1968;418151;2016-03-26
215614;4067.0;32585;129096;2016-03-26
215614;4067.0;54906;954284;2016-03-26
215614;4067.0;4216;13744;2016-03-26
215614;4067.0;35229;757414;2016-03-26
215614;4067.0;47491;1011148;2016-03-26
343815;4067.0;39471;12242;2016-05-05
343815;4067.0;73304;195849;2016-05-05
343815;4067.0;126406;708430;2016-05-05
343815;4067.0;380744;679120;2016-05-05
343815;4067.0;418504;937452;2016-05-05
343815;4067.0;390698;912082;2016-05-05
343815;4067.0;383352;553872;2016-05-05
376402;4067.0;91874;1020127;2016-03-18
376402;4067.0;129345;426916;2016-03-18
376402;4067.0;129346;458639;2016-03-18
376402;4067.0;126948;202152;2016-03-18
376402;4067.0;126948;403545;2016-03-18
376402;4067.0;110542;844135;2016-03-18
376402;4067.0;26697;885898;2016-03-18
376402;4067.0;127422;986173;2016-03-18
376402;4067.0;127674;695056;2016-03-18
376402;4067.0;130501;798551;2016-03-18
376402;4067.0;130502;728649;2016-03-18
376402;4067.0;13435;14541;2016-03-18
415318;4067.0;72214;564398;2016-05-02
415318;4067.0;9303;529345;2016-05-02
415318;4067.0;9303;91800;2016-05-02
581940;4067.0;13662;828215;2016-03-12
