sessionId;userId;itemId;timeframe;eventdate
37202;18342.0;10685;370689;2016-05-08
37202;18342.0;181015;1068106;2016-05-08
37202;18342.0;181015;1045385;2016-05-08
37202;18342.0;3489;668150;2016-05-08
37202;18342.0;10938;399488;2016-05-08
37202;18342.0;58132;15003;2016-05-08
37202;18342.0;36721;1035327;2016-05-08
37202;18342.0;36721;834663;2016-05-08
37202;18342.0;58318;719786;2016-05-08
37202;18342.0;181709;1092781;2016-05-08
37202;18342.0;79863;1102078;2016-05-08
37202;18342.0;47495;1160593;2016-05-08
37202;18342.0;20087;1174048;2016-05-08
37202;18342.0;206512;109592;2016-05-08
66148;18342.0;7915;217683;2016-05-16
66148;18342.0;7918;76248;2016-05-16
66148;18342.0;695;33098;2016-05-16
66148;18342.0;8747;218292;2016-05-16
66148;18342.0;21711;292975;2016-05-16
66148;18342.0;140250;1188941;2016-05-16
66148;18342.0;5848;1051599;2016-05-16
66148;18342.0;412602;196500;2016-05-16
66148;18342.0;381372;76206;2016-05-16
216542;18342.0;2151;195742;2016-03-17
216542;18342.0;73391;172179;2016-03-17
230318;18342.0;7915;736220;2016-03-29
230318;18342.0;8747;747297;2016-03-29
230318;18342.0;47460;7668;2016-03-29
230318;18342.0;14332;893622;2016-03-29
377224;18342.0;88168;11830;2016-03-27
377224;18342.0;29762;53857;2016-03-27
377224;18342.0;29762;26365;2016-03-27
548598;18342.0;6860;7381;2016-03-06
