sessionId;userId;itemId;timeframe;eventdate
16094;13255.0;67789;10728;2016-03-01
43301;13255.0;31710;275740;2016-04-06
43301;13255.0;9438;391116;2016-04-06
43301;13255.0;324063;194015;2016-04-06
43301;13255.0;324063;95257;2016-04-06
54697;13255.0;7711;511667;2016-02-07
54697;13255.0;4412;91040;2016-02-07
54697;13255.0;35397;230752;2016-02-07
54697;13255.0;126330;807531;2016-02-07
54697;13255.0;252885;1109899;2016-02-07
54697;13255.0;233961;910414;2016-02-07
54697;13255.0;429072;930185;2016-02-07
54697;13255.0;510869;1049562;2016-02-07
54697;13255.0;14191;427634;2016-02-07
63018;13255.0;166183;45075;2016-04-14
63018;13255.0;162480;23004;2016-04-14
70630;13255.0;252885;127142;2016-02-08
70630;13255.0;391604;60073;2016-02-08
70630;13255.0;510869;32817;2016-02-08
72098;13255.0;301329;135837;2016-05-12
73354;13255.0;3511;7742;2016-05-09
94057;13255.0;164716;298679;2016-03-21
94057;13255.0;31710;385216;2016-03-21
94057;13255.0;1933;79649;2016-03-21
94057;13255.0;2969;106952;2016-03-21
94057;13255.0;44216;217632;2016-03-21
94057;13255.0;163993;140784;2016-03-21
94057;13255.0;128948;15581;2016-03-21
104156;13255.0;152016;169716;2016-02-18
104156;13255.0;9989;234230;2016-02-18
104156;13255.0;4080;196222;2016-02-18
104156;13255.0;120905;30783;2016-02-18
104156;13255.0;47507;115566;2016-02-18
125471;13255.0;80781;38248;2016-03-27
144163;13255.0;129948;376009;2016-02-18
144163;13255.0;3131;66553;2016-02-18
144163;13255.0;3131;1000440;2016-02-18
144163;13255.0;3131;869212;2016-02-18
144163;13255.0;117789;532163;2016-02-18
144163;13255.0;27784;633105;2016-02-18
144163;13255.0;74991;495190;2016-02-18
144163;13255.0;134957;714682;2016-02-18
144163;13255.0;42550;39176;2016-02-18
144163;13255.0;42550;594791;2016-02-18
144163;13255.0;120905;439327;2016-02-18
144163;13255.0;47507;769699;2016-02-18
146106;13255.0;136088;13963;2016-04-15
146106;13255.0;36007;354900;2016-04-15
146106;13255.0;162480;312165;2016-04-15
146106;13255.0;380134;419757;2016-04-15
146106;13255.0;399661;473908;2016-04-15
146668;13255.0;80781;28812;2016-04-06
163992;13255.0;6073;27781;2016-03-18
182410;13255.0;197;1024869;2016-02-06
182410;13255.0;36123;28920;2016-02-06
182410;13255.0;36350;142870;2016-02-06
182410;13255.0;36351;627601;2016-02-06
182410;13255.0;36351;540636;2016-02-06
182410;13255.0;36351;262557;2016-02-06
207933;13255.0;433877;113748;2016-02-24
207933;13255.0;487040;183936;2016-02-24
225847;13255.0;31710;695956;2016-03-21
225847;13255.0;31710;262023;2016-03-21
225847;13255.0;159665;147445;2016-03-21
225847;13255.0;134811;108059;2016-03-21
225847;13255.0;4412;188421;2016-03-21
225847;13255.0;4412;653791;2016-03-21
227177;13255.0;80645;317549;2016-02-13
227177;13255.0;190759;74751;2016-02-13
227177;13255.0;3511;149362;2016-02-13
227177;13255.0;6090;501578;2016-02-13
227177;13255.0;36351;10208;2016-02-13
227177;13255.0;36351;185435;2016-02-13
227177;13255.0;36351;202438;2016-02-13
227177;13255.0;252885;559068;2016-02-13
234336;13255.0;30370;128339;2016-02-14
234336;13255.0;30370;1049788;2016-02-14
234336;13255.0;73719;41931;2016-02-14
234336;13255.0;9989;59066;2016-02-14
234336;13255.0;36522;81770;2016-02-14
234336;13255.0;6660;766483;2016-02-14
234336;13255.0;6660;946784;2016-02-14
269712;13255.0;136778;183870;2016-04-24
270326;13255.0;31710;754285;2016-04-01
270326;13255.0;31951;502616;2016-04-01
270326;13255.0;22702;1045001;2016-04-01
270326;13255.0;3511;14942;2016-04-01
270326;13255.0;3511;714396;2016-04-01
270326;13255.0;3511;150767;2016-04-01
296353;13255.0;25020;125105;2016-04-19
300212;13255.0;301329;66773;2016-04-20
305756;13255.0;195551;50565;2016-02-04
344917;13255.0;33475;23278;2016-03-22
344917;13255.0;36009;283984;2016-03-22
379912;13255.0;30370;20831;2016-02-14
381439;13255.0;198;534388;2016-05-04
381439;13255.0;27142;432495;2016-05-04
381439;13255.0;99108;608121;2016-05-04
381439;13255.0;18471;99116;2016-05-04
381439;13255.0;29492;155144;2016-05-04
385903;13255.0;80645;1091999;2016-04-01
385903;13255.0;3511;75802;2016-04-01
389910;13255.0;25020;829783;2016-03-29
389910;13255.0;25020;1042852;2016-03-29
389910;13255.0;36009;131893;2016-03-29
389910;13255.0;36009;11024;2016-03-29
394719;13255.0;22702;510999;2016-04-26
394719;13255.0;100344;91816;2016-04-26
429109;13255.0;91127;179410;2016-04-18
429109;13255.0;301329;229612;2016-04-18
437044;13255.0;30714;517543;2016-03-14
437044;13255.0;79856;830920;2016-03-14
437044;13255.0;79856;37572;2016-03-14
437044;13255.0;126584;484099;2016-03-14
451659;13255.0;26913;400009;2016-03-10
451659;13255.0;14796;138965;2016-03-10
467781;13255.0;36126;27670;2016-02-11
467781;13255.0;36126;161964;2016-02-11
468352;13255.0;10552;16306;2016-04-04
468352;13255.0;276635;100778;2016-04-04
472852;13255.0;198;13293;2016-05-12
472852;13255.0;46872;97781;2016-05-12
481323;13255.0;389448;95168;2016-03-11
481323;13255.0;221643;876308;2016-03-11
481323;13255.0;22702;11620;2016-03-11
481323;13255.0;43054;777067;2016-03-11
481323;13255.0;36351;115590;2016-03-11
531149;13255.0;127382;129369;2016-05-06
531149;13255.0;91127;48340;2016-05-06
531149;13255.0;80645;363695;2016-05-06
531149;13255.0;197;755938;2016-05-06
532235;13255.0;80645;89071;2016-05-18
535012;13255.0;80645;21420;2016-05-13
535012;13255.0;36351;133140;2016-05-13
535012;13255.0;160899;205079;2016-05-13
535012;13255.0;160899;715371;2016-05-13
535012;13255.0;160899;431939;2016-05-13
535012;13255.0;160899;303103;2016-05-13
551296;13255.0;99108;372274;2016-04-04
551296;13255.0;132355;748388;2016-04-04
551296;13255.0;122466;831643;2016-04-04
551296;13255.0;46777;64552;2016-04-04
557524;13255.0;46840;82159;2016-02-02
