sessionId;userId;itemId;timeframe;eventdate
63159;26826.0;67249;286794;2016-05-01
63159;26826.0;7182;145380;2016-05-01
63159;26826.0;10559;443826;2016-05-01
70995;26826.0;88168;792159;2016-04-16
70995;26826.0;28778;840214;2016-04-16
70995;26826.0;68525;698202;2016-04-16
70995;26826.0;125857;123125;2016-04-16
70995;26826.0;126437;995344;2016-04-16
70995;26826.0;6837;227219;2016-04-16
70995;26826.0;379641;265734;2016-04-16
86106;26826.0;68131;402129;2016-04-08
86106;26826.0;189643;207594;2016-04-08
86106;26826.0;419855;489789;2016-04-08
86106;26826.0;126154;35580;2016-04-08
86106;26826.0;24935;657214;2016-04-08
86106;26826.0;24935;430424;2016-04-08
86106;26826.0;24935;326006;2016-04-08
86106;26826.0;24935;113352;2016-04-08
86106;26826.0;24935;668542;2016-04-08
86106;26826.0;24935;653233;2016-04-08
86279;26826.0;173146;1129982;2016-04-08
86279;26826.0;351212;1188594;2016-04-08
86279;26826.0;68131;704819;2016-04-08
86279;26826.0;173174;994815;2016-04-08
86279;26826.0;79461;919275;2016-04-08
86279;26826.0;126154;872329;2016-04-08
86279;26826.0;24935;822057;2016-04-08
86279;26826.0;126180;892032;2016-04-08
127057;26826.0;156686;119685;2016-03-27
127493;26826.0;146839;369870;2016-05-31
127493;26826.0;75148;541535;2016-05-31
127493;26826.0;395321;116848;2016-05-31
127493;26826.0;164409;53830;2016-05-31
127493;26826.0;173495;401285;2016-05-31
127493;26826.0;6837;30757;2016-05-31
127880;26826.0;69867;516185;2016-04-26
127880;26826.0;2176;361962;2016-04-26
127880;26826.0;3205;630830;2016-04-26
127880;26826.0;66878;233952;2016-04-26
127880;26826.0;36100;573002;2016-04-26
127880;26826.0;6837;695388;2016-04-26
129245;26826.0;379641;25487;2016-05-13
150888;26826.0;2148;502902;2016-03-06
150888;26826.0;9037;382488;2016-03-06
150888;26826.0;1581;358757;2016-03-06
150888;26826.0;140121;337479;2016-03-06
150888;26826.0;75600;210596;2016-03-06
150888;26826.0;43228;166264;2016-03-06
150888;26826.0;120792;231741;2016-03-06
150888;26826.0;4328;85940;2016-03-06
150888;26826.0;12072;274307;2016-03-06
150888;26826.0;56287;250783;2016-03-06
150888;26826.0;5718;470715;2016-03-06
150888;26826.0;168168;43813;2016-03-06
222823;26826.0;1472;189523;2016-04-18
272191;26826.0;67249;45923;2016-05-07
272191;26826.0;7720;185674;2016-05-07
272191;26826.0;54803;173253;2016-05-07
272191;26826.0;382812;113222;2016-05-07
272191;26826.0;164409;15276;2016-05-07
272191;26826.0;58621;143374;2016-05-07
278917;26826.0;39353;358753;2016-04-09
278917;26826.0;8715;324079;2016-04-09
278917;26826.0;351212;147746;2016-04-09
278917;26826.0;68131;67410;2016-04-09
278917;26826.0;68131;8267;2016-04-09
278917;26826.0;5372;600139;2016-04-09
278917;26826.0;24935;20211;2016-04-09
278917;26826.0;375525;275479;2016-04-09
353598;26826.0;175333;158107;2016-04-10
353598;26826.0;351212;109996;2016-04-10
353598;26826.0;68131;74294;2016-04-10
353598;26826.0;403555;249006;2016-04-10
353598;26826.0;24935;40749;2016-04-10
416881;26826.0;142433;58740;2016-04-13
416881;26826.0;68131;69179;2016-04-13
416881;26826.0;126154;43045;2016-04-13
416881;26826.0;6837;125458;2016-04-13
416881;26826.0;133895;9315;2016-04-13
445775;26826.0;105612;359567;2016-04-03
445775;26826.0;163989;67831;2016-04-03
445775;26826.0;107089;108598;2016-04-03
445775;26826.0;19888;450377;2016-04-03
445775;26826.0;26127;268925;2016-04-03
445775;26826.0;70469;215675;2016-04-03
445775;26826.0;205097;407884;2016-04-03
445775;26826.0;126437;520128;2016-04-03
445775;26826.0;126437;178487;2016-04-03
456010;26826.0;8655;50386;2016-05-21
461395;26826.0;11815;63761;2016-03-26
550625;26826.0;68131;134779;2016-04-08
550625;26826.0;68131;44465;2016-04-08
550625;26826.0;419855;118055;2016-04-08
550625;26826.0;126154;78932;2016-04-08
