sessionId;userId;itemId;timeframe;eventdate
35117;18253.0;3726;10326;2016-05-05
35117;18253.0;14889;560084;2016-05-05
35117;18253.0;14889;655306;2016-05-05
35117;18253.0;14889;512332;2016-05-05
35117;18253.0;14889;660392;2016-05-05
35117;18253.0;14889;202840;2016-05-05
35117;18253.0;14889;569404;2016-05-05
35117;18253.0;14889;537536;2016-05-05
35117;18253.0;14889;662222;2016-05-05
35117;18253.0;14889;658687;2016-05-05
62315;18253.0;31981;98606;2016-05-31
62315;18253.0;11053;243067;2016-05-31
62315;18253.0;45147;60513;2016-05-31
62315;18253.0;90188;429507;2016-05-31
62315;18253.0;36392;499335;2016-05-31
62315;18253.0;80173;381414;2016-05-31
62315;18253.0;14890;556077;2016-05-31
62315;18253.0;14890;644858;2016-05-31
80888;18253.0;31981;187673;2016-05-29
80888;18253.0;132266;130150;2016-05-29
80888;18253.0;41761;537340;2016-05-29
80888;18253.0;4081;151454;2016-05-29
80888;18253.0;36352;627264;2016-05-29
80888;18253.0;126416;711347;2016-05-29
80888;18253.0;180149;741465;2016-05-29
122190;18253.0;14889;98050;2016-06-01
137723;18253.0;9185;332218;2016-05-30
137723;18253.0;31981;30669;2016-05-30
137723;18253.0;75836;151905;2016-05-30
137723;18253.0;19962;212296;2016-05-30
137723;18253.0;14889;427302;2016-05-30
140019;18253.0;30311;575914;2016-05-15
140019;18253.0;38603;1135019;2016-05-15
140019;18253.0;17268;599099;2016-05-15
140019;18253.0;33043;397238;2016-05-15
140019;18253.0;34156;861394;2016-05-15
140019;18253.0;122179;1198388;2016-05-15
167279;18253.0;13851;100117;2016-05-07
167279;18253.0;14889;49966;2016-05-07
167279;18253.0;14889;290230;2016-05-07
173391;18253.0;47070;142644;2016-05-27
173391;18253.0;14889;203498;2016-05-27
475061;18253.0;31981;139575;2016-04-29
475061;18253.0;5176;38273;2016-04-29
529175;18253.0;87329;56111;2016-04-07
529175;18253.0;12405;16706;2016-04-07
529175;18253.0;36514;46970;2016-04-07
