sessionId;userId;itemId;timeframe;eventdate
3448;1520.0;62139;33269;2016-05-07
3448;1520.0;57756;1181234;2016-05-07
3448;1520.0;5848;86755;2016-05-07
34481;1520.0;48678;735368;2016-05-03
34481;1520.0;30464;33552;2016-05-03
34481;1520.0;81175;50066;2016-05-03
34481;1520.0;15414;62355;2016-05-03
34481;1520.0;137280;162349;2016-05-03
34481;1520.0;230301;129402;2016-05-03
34481;1520.0;178068;84781;2016-05-03
34481;1520.0;140250;760537;2016-05-03
34481;1520.0;376952;8615;2016-05-03
34481;1520.0;399156;197436;2016-05-03
35007;1520.0;15349;51205;2016-05-04
35007;1520.0;15410;19459;2016-05-04
35007;1520.0;124901;711149;2016-05-04
35007;1520.0;17542;245880;2016-05-04
35007;1520.0;17542;832517;2016-05-04
35007;1520.0;17542;280550;2016-05-04
35007;1520.0;17542;548544;2016-05-04
35007;1520.0;125290;397843;2016-05-04
35007;1520.0;125290;353601;2016-05-04
35007;1520.0;149371;409297;2016-05-04
35007;1520.0;149371;673077;2016-05-04
35007;1520.0;149371;315054;2016-05-04
35007;1520.0;13518;1025541;2016-05-04
35007;1520.0;420344;192775;2016-05-04
35007;1520.0;420344;418897;2016-05-04
35007;1520.0;420344;1170766;2016-05-04
35007;1520.0;420344;129413;2016-05-04
35526;1520.0;16071;13789;2016-05-05
35526;1520.0;8742;176133;2016-05-05
35526;1520.0;8742;216928;2016-05-05
35526;1520.0;10540;207599;2016-05-05
35526;1520.0;45948;230004;2016-05-05
37065;1520.0;1234;6282;2016-05-12
37065;1520.0;1234;657669;2016-05-12
57623;1520.0;30461;195873;2016-05-10
57623;1520.0;3011;24987;2016-05-10
57623;1520.0;55074;328242;2016-05-10
80327;1520.0;65021;110055;2016-05-08
95795;1520.0;83466;913618;2016-05-10
95795;1520.0;9592;1104461;2016-05-10
95795;1520.0;9592;400059;2016-05-10
95795;1520.0;9592;845384;2016-05-10
95795;1520.0;9592;176662;2016-05-10
95795;1520.0;30049;1007390;2016-05-10
95795;1520.0;30461;642051;2016-05-10
95795;1520.0;42188;873974;2016-05-10
95795;1520.0;10924;1042624;2016-05-10
95795;1520.0;19386;606969;2016-05-10
157799;1520.0;7956;947030;2016-05-07
157799;1520.0;15555;1105205;2016-05-07
157799;1520.0;9496;1173817;2016-05-07
157799;1520.0;27608;1142010;2016-05-07
157799;1520.0;125290;876415;2016-05-07
157799;1520.0;28161;283868;2016-05-07
157799;1520.0;34212;122851;2016-05-07
157799;1520.0;89283;919278;2016-05-07
157799;1520.0;5848;619982;2016-05-07
157799;1520.0;5848;413109;2016-05-07
157799;1520.0;47503;570695;2016-05-07
157799;1520.0;376952;1117088;2016-05-07
157799;1520.0;376952;1036798;2016-05-07
