sessionId;userId;itemId;timeframe;eventdate
180546;71791.0;1520;7979;2016-03-14
180546;71791.0;128381;569807;2016-03-14
180546;71791.0;79214;231639;2016-03-14
180546;71791.0;79214;273932;2016-03-14
180546;71791.0;5808;126326;2016-03-14
180546;71791.0;5808;164916;2016-03-14
204748;71791.0;33744;204163;2016-03-27
204748;71791.0;161232;333668;2016-03-27
204748;71791.0;22784;1014233;2016-03-27
204748;71791.0;352305;1007685;2016-03-27
204748;71791.0;352305;217976;2016-03-27
204748;71791.0;352305;947857;2016-03-27
204748;71791.0;352305;939060;2016-03-27
204748;71791.0;404218;943374;2016-03-27
204748;71791.0;390379;993163;2016-03-27
204748;71791.0;406944;630612;2016-03-27
204748;71791.0;248674;914332;2016-03-27
204748;71791.0;128381;560912;2016-03-27
204748;71791.0;35348;597062;2016-03-27
204748;71791.0;14850;163889;2016-03-27
210450;71791.0;14850;431472;2016-04-09
210450;71791.0;14850;468078;2016-04-09
212314;71791.0;14850;14944;2016-04-11
335589;71791.0;178460;398784;2016-03-20
335589;71791.0;178460;912760;2016-03-20
335589;71791.0;178460;929507;2016-03-20
335589;71791.0;178460;485697;2016-03-20
335589;71791.0;162137;311585;2016-03-20
596655;71791.0;8308;490135;2016-03-18
596655;71791.0;81848;593555;2016-03-18
596655;71791.0;1520;292830;2016-03-18
596655;71791.0;125926;1003672;2016-03-18
596655;71791.0;79214;360075;2016-03-18
596655;71791.0;79214;393528;2016-03-18
596655;71791.0;14850;264736;2016-03-18
596655;71791.0;14850;434267;2016-03-18
