sessionId;userId;itemId;timeframe;eventdate
183494;72973.0;30968;14721;2016-05-29
183494;72973.0;129058;533153;2016-05-29
183494;72973.0;129058;186831;2016-05-29
183494;72973.0;129058;241428;2016-05-29
183494;72973.0;69466;264044;2016-05-29
183494;72973.0;414386;45285;2016-05-29
194424;72973.0;135911;63010;2016-05-07
194424;72973.0;129058;330867;2016-05-07
244575;72973.0;135911;1071880;2016-05-09
244575;72973.0;126659;140345;2016-05-09
244575;72973.0;126659;956825;2016-05-09
312008;72973.0;7271;107329;2016-05-11
358477;72973.0;7271;227525;2016-05-12
358477;72973.0;7271;105566;2016-05-12
358477;72973.0;129058;24971;2016-05-12
358477;72973.0;129058;309141;2016-05-12
426468;72973.0;595;17223;2016-04-09
426468;72973.0;8047;87147;2016-04-09
426468;72973.0;130103;252120;2016-04-09
433668;72973.0;176612;993480;2016-05-15
433668;72973.0;135911;89294;2016-05-15
433668;72973.0;129058;1055213;2016-05-15
433668;72973.0;166464;896449;2016-05-15
