sessionId;userId;itemId;timeframe;eventdate
47599;20914.0;26613;23150;2016-03-12
47599;20914.0;10607;151599;2016-03-12
47599;20914.0;42779;75312;2016-03-12
101176;20914.0;46225;260506;2016-05-01
101176;20914.0;89270;231768;2016-05-01
101176;20914.0;248629;220107;2016-05-01
101176;20914.0;352675;540491;2016-05-01
101176;20914.0;35185;608639;2016-05-01
101176;20914.0;46775;437856;2016-05-01
101176;20914.0;19154;417724;2016-05-01
101176;20914.0;173412;910482;2016-05-01
101176;20914.0;198936;852817;2016-05-01
101176;20914.0;173413;887355;2016-05-01
101176;20914.0;175658;870484;2016-05-01
101176;20914.0;19878;39448;2016-05-01
101176;20914.0;19878;60136;2016-05-01
101176;20914.0;20147;25068;2016-05-01
101176;20914.0;128933;285456;2016-05-01
101176;20914.0;126520;180239;2016-05-01
101176;20914.0;29964;317794;2016-05-01
101176;20914.0;25615;119490;2016-05-01
101176;20914.0;25615;379565;2016-05-01
101176;20914.0;14629;5283;2016-05-01
101176;20914.0;126686;198438;2016-05-01
254402;20914.0;25114;224869;2016-04-04
254402;20914.0;173413;111535;2016-04-04
254402;20914.0;175658;13950;2016-04-04
254402;20914.0;19709;64653;2016-04-04
254402;20914.0;13870;40631;2016-04-04
372165;20914.0;198936;17561;2016-05-14
372165;20914.0;173413;36386;2016-05-14
372165;20914.0;175658;26555;2016-05-14
372165;20914.0;136183;50665;2016-05-14
372165;20914.0;13870;11851;2016-05-14
534631;20914.0;208906;32770;2016-04-13
534631;20914.0;25112;14647;2016-04-13
534631;20914.0;25114;97620;2016-04-13
534631;20914.0;19823;343953;2016-04-13
