sessionId;userId;itemId;timeframe;eventdate
184628;64480.0;2670;51232;2016-04-07
327771;64480.0;12463;84369;2016-04-13
327771;64480.0;35084;84883;2016-04-13
327771;64480.0;378723;62140;2016-04-13
368080;64480.0;2670;622919;2016-04-13
368080;64480.0;169477;9983;2016-04-13
368080;64480.0;20026;14607;2016-04-13
368080;64480.0;164569;30456;2016-04-13
430436;64480.0;30248;15552;2016-04-11
430436;64480.0;7982;102238;2016-04-11
430436;64480.0;20986;111084;2016-04-11
430436;64480.0;2670;970655;2016-04-11
430436;64480.0;5090;106413;2016-04-11
459876;64480.0;390568;31904;2016-04-01
459876;64480.0;390568;171435;2016-04-01
459876;64480.0;62185;472223;2016-04-01
459876;64480.0;117026;456174;2016-04-01
459876;64480.0;7982;20674;2016-04-01
459876;64480.0;96681;282769;2016-04-01
459876;64480.0;33644;13835;2016-04-01
459876;64480.0;35299;203984;2016-04-01
459876;64480.0;24717;476207;2016-04-01
459876;64480.0;68781;717010;2016-04-01
459876;64480.0;68781;483587;2016-04-01
467391;64480.0;390568;19214;2016-04-03
467391;64480.0;12463;834713;2016-04-03
467391;64480.0;90021;162365;2016-04-03
467391;64480.0;69456;188331;2016-04-03
484459;64480.0;7982;62720;2016-04-12
484459;64480.0;2670;85186;2016-04-12
527338;64480.0;282200;153028;2016-04-12
527338;64480.0;48563;169605;2016-04-12
527338;64480.0;97849;146965;2016-04-12
527338;64480.0;2670;471393;2016-04-12
527338;64480.0;12221;54864;2016-04-12
527338;64480.0;24717;108400;2016-04-12
527338;64480.0;90021;91026;2016-04-12
527338;64480.0;68781;549232;2016-04-12
