sessionId;userId;itemId;timeframe;eventdate
45544;20176.0;75556;816205;2016-03-02
45544;20176.0;12962;291418;2016-03-02
45544;20176.0;79178;672419;2016-03-02
45544;20176.0;35734;945351;2016-03-02
45544;20176.0;57917;37729;2016-03-02
50965;20176.0;30274;97101;2016-05-25
50965;20176.0;128900;1032906;2016-05-25
220024;20176.0;91784;96818;2016-05-21
220024;20176.0;265;175311;2016-05-21
220024;20176.0;198400;268074;2016-05-21
220024;20176.0;30050;491345;2016-05-21
220024;20176.0;322968;462436;2016-05-21
220024;20176.0;17561;228252;2016-05-21
220024;20176.0;169506;358748;2016-05-21
246290;20176.0;23016;10448;2016-02-26
299391;20176.0;3299;41841;2016-04-02
299391;20176.0;23016;49733;2016-04-02
299391;20176.0;11354;30052;2016-04-02
299391;20176.0;24582;200144;2016-04-02
299391;20176.0;12917;139922;2016-04-02
299391;20176.0;12962;99945;2016-04-02
305962;20176.0;65008;169797;2016-02-17
305962;20176.0;2041;152164;2016-02-17
305962;20176.0;6188;52946;2016-02-17
325144;20176.0;23016;42916;2016-02-09
325574;20176.0;12962;33781;2016-03-03
517268;20176.0;16687;28506;2016-03-13
517268;20176.0;12962;66886;2016-03-13
536268;20176.0;23016;70449;2016-02-15
536268;20176.0;11354;25258;2016-02-15
541699;20176.0;38012;40817;2016-03-08
541699;20176.0;23016;11827;2016-03-08
541699;20176.0;23016;98823;2016-03-08
557226;20176.0;23016;11219;2016-02-08
