sessionId;userId;itemId;timeframe;eventdate
184057;73197.0;33416;138115;2016-04-04
184057;73197.0;33416;1119279;2016-04-04
184057;73197.0;156726;860644;2016-04-04
415214;73197.0;8774;615332;2016-04-08
415214;73197.0;11123;60539;2016-04-08
415214;73197.0;13728;171781;2016-04-08
415214;73197.0;14025;76150;2016-04-08
483248;73197.0;131927;583806;2016-04-12
483248;73197.0;33416;585037;2016-04-12
483248;73197.0;33416;157911;2016-04-12
483248;73197.0;33416;569591;2016-04-12
483248;73197.0;3606;54021;2016-04-12
483248;73197.0;3606;1119104;2016-04-12
483248;73197.0;3606;218519;2016-04-12
483248;73197.0;233990;810870;2016-04-12
508117;73197.0;80645;1148446;2016-04-11
508117;73197.0;197;176604;2016-04-11
508117;73197.0;198;60758;2016-04-11
508117;73197.0;31951;1027877;2016-04-11
508117;73197.0;12725;896937;2016-04-11
508117;73197.0;14428;565330;2016-04-11
518948;73197.0;8774;399642;2016-04-09
518948;73197.0;8774;335448;2016-04-09
518948;73197.0;8774;447515;2016-04-09
518948;73197.0;2843;171863;2016-04-09
518948;73197.0;34382;1017000;2016-04-09
518948;73197.0;5323;1079068;2016-04-09
518948;73197.0;13728;410462;2016-04-09
518948;73197.0;14025;781752;2016-04-09
518948;73197.0;247815;760862;2016-04-09
518948;73197.0;36662;694914;2016-04-09
