sessionId;userId;itemId;timeframe;eventdate
113750;46022.0;35458;547651;2016-02-09
113750;46022.0;201839;1069641;2016-02-09
145193;46022.0;13941;126952;2016-04-03
145193;46022.0;6422;38641;2016-04-03
145193;46022.0;69276;177309;2016-04-03
184035;46022.0;4515;593226;2016-03-04
184035;46022.0;12925;758347;2016-03-04
184035;46022.0;12925;543525;2016-03-04
184035;46022.0;12925;803660;2016-03-04
184035;46022.0;171106;318849;2016-03-04
184035;46022.0;171106;415751;2016-03-04
184035;46022.0;5504;182011;2016-03-04
214762;46022.0;35458;19790;2016-03-14
267080;46022.0;57539;55997;2016-04-08
306575;46022.0;56005;899102;2016-05-05
306575;46022.0;34560;503639;2016-05-05
306575;46022.0;4515;392535;2016-05-05
306575;46022.0;157556;995891;2016-05-05
306575;46022.0;57539;206066;2016-05-05
306575;46022.0;57539;548838;2016-05-05
306575;46022.0;57539;1148769;2016-05-05
306575;46022.0;128733;363417;2016-05-05
306575;46022.0;6544;310494;2016-05-05
470964;46022.0;36124;67362;2016-02-14
569264;46022.0;6422;331362;2016-04-06
569264;46022.0;128733;202064;2016-04-06
