sessionId;userId;itemId;timeframe;eventdate
97686;40023.0;442724;84957;2016-02-15
97686;40023.0;1955;796016;2016-02-15
97686;40023.0;115599;357475;2016-02-15
97686;40023.0;178103;165632;2016-02-15
97686;40023.0;436374;205766;2016-02-15
97686;40023.0;11604;621071;2016-02-15
97686;40023.0;87524;668593;2016-02-15
97686;40023.0;519092;138244;2016-02-15
97686;40023.0;509908;25557;2016-02-15
97686;40023.0;24269;124913;2016-02-15
97686;40023.0;35039;542588;2016-02-15
97686;40023.0;29197;855848;2016-02-15
97686;40023.0;13396;708622;2016-02-15
97686;40023.0;79898;494039;2016-02-15
97686;40023.0;29960;923015;2016-02-15
103201;40023.0;8801;106105;2016-04-28
103201;40023.0;1989;244709;2016-04-28
103201;40023.0;169303;384583;2016-04-28
103201;40023.0;5687;339364;2016-04-28
103201;40023.0;90398;190805;2016-04-28
103201;40023.0;90534;18136;2016-04-28
103201;40023.0;58640;296581;2016-04-28
103201;40023.0;14905;312757;2016-04-28
118247;40023.0;58640;207970;2016-05-13
118247;40023.0;58640;308238;2016-05-13
118247;40023.0;58640;82845;2016-05-13
118247;40023.0;14905;125263;2016-05-13
118247;40023.0;14905;314062;2016-05-13
163313;40023.0;10617;475545;2016-05-02
163313;40023.0;10617;189344;2016-05-02
163313;40023.0;10617;308678;2016-05-02
163313;40023.0;10617;9508;2016-05-02
163313;40023.0;10617;300960;2016-05-02
163313;40023.0;10617;150844;2016-05-02
163313;40023.0;10617;509871;2016-05-02
163313;40023.0;66675;374804;2016-05-02
163313;40023.0;14904;430793;2016-05-02
230998;40023.0;35039;120335;2016-05-14
230998;40023.0;6909;6032;2016-05-14
230998;40023.0;36780;146126;2016-05-14
230998;40023.0;36780;80526;2016-05-14
242578;40023.0;155631;54166;2016-05-13
242578;40023.0;6909;76216;2016-05-13
242578;40023.0;6909;954360;2016-05-13
242578;40023.0;36780;921215;2016-05-13
242578;40023.0;36780;106212;2016-05-13
242578;40023.0;58415;18464;2016-05-13
274754;40023.0;10617;350523;2016-04-20
274754;40023.0;75108;376849;2016-04-20
274754;40023.0;43158;99145;2016-04-20
274754;40023.0;66175;501730;2016-04-20
274754;40023.0;66675;464287;2016-04-20
274754;40023.0;19462;554478;2016-04-20
274754;40023.0;25620;26584;2016-04-20
274754;40023.0;58640;478041;2016-04-20
274754;40023.0;58640;304111;2016-04-20
274754;40023.0;14904;365719;2016-04-20
274754;40023.0;14905;327880;2016-04-20
274754;40023.0;375088;313626;2016-04-20
275920;40023.0;21753;316376;2016-02-02
275920;40023.0;139725;140175;2016-02-02
275920;40023.0;141096;40313;2016-02-02
275920;40023.0;13244;651471;2016-02-02
275920;40023.0;19462;521681;2016-02-02
317481;40023.0;385506;31954;2016-02-03
546622;40023.0;509901;50994;2016-02-26
546622;40023.0;365216;63790;2016-02-26
546622;40023.0;509908;41600;2016-02-26
546622;40023.0;185147;13073;2016-02-26
