sessionId;userId;itemId;timeframe;eventdate
24643;17836.0;270041;339972;2016-04-02
24643;17836.0;27444;354540;2016-04-02
24643;17836.0;2572;446544;2016-04-02
24643;17836.0;93975;199455;2016-04-02
24643;17836.0;15768;64040;2016-04-02
24643;17836.0;50606;447937;2016-04-02
24643;17836.0;136398;4620;2016-04-02
107751;17836.0;93973;59877;2016-03-01
107751;17836.0;152731;68835;2016-03-01
107751;17836.0;278662;73483;2016-03-01
107751;17836.0;126958;49522;2016-03-01
107751;17836.0;129354;408287;2016-03-01
107751;17836.0;129354;504578;2016-03-01
107751;17836.0;126959;549882;2016-03-01
107751;17836.0;93974;119581;2016-03-01
107751;17836.0;216339;115349;2016-03-01
107751;17836.0;15769;53250;2016-03-01
107751;17836.0;174029;86282;2016-03-01
107751;17836.0;31574;320071;2016-03-01
107751;17836.0;41657;238516;2016-03-01
107751;17836.0;64167;383309;2016-03-01
107751;17836.0;243996;545008;2016-03-01
107751;17836.0;27970;435099;2016-03-01
107751;17836.0;69199;11465;2016-03-01
107751;17836.0;90716;216379;2016-03-01
130253;17836.0;47;126810;2016-02-07
130253;17836.0;8157;515217;2016-02-07
130253;17836.0;8319;33982;2016-02-07
130253;17836.0;21226;36923;2016-02-07
130253;17836.0;32039;138359;2016-02-07
130253;17836.0;68360;355437;2016-02-07
163147;17836.0;129108;445714;2016-04-04
163147;17836.0;129108;450937;2016-04-04
163147;17836.0;30126;88124;2016-04-04
163147;17836.0;20655;526441;2016-04-04
163147;17836.0;48364;94753;2016-04-04
163147;17836.0;30349;1012459;2016-04-04
163147;17836.0;37895;102352;2016-04-04
163147;17836.0;1933;879480;2016-04-04
163147;17836.0;64315;1107826;2016-04-04
163147;17836.0;44216;885981;2016-04-04
163147;17836.0;35397;535409;2016-04-04
163147;17836.0;29225;739424;2016-04-04
163147;17836.0;29225;810437;2016-04-04
234801;17836.0;2532;51993;2016-03-01
234801;17836.0;20377;1110886;2016-03-01
234801;17836.0;104;804553;2016-03-01
234801;17836.0;30126;976621;2016-03-01
234801;17836.0;8319;928423;2016-03-01
234801;17836.0;83002;691081;2016-03-01
234801;17836.0;163168;820160;2016-03-01
234801;17836.0;85013;748888;2016-03-01
234801;17836.0;3324;53907;2016-03-01
234801;17836.0;3666;48082;2016-03-01
234801;17836.0;65589;834387;2016-03-01
234801;17836.0;44216;36815;2016-03-01
234801;17836.0;35397;18571;2016-03-01
234801;17836.0;143398;501226;2016-03-01
273014;17836.0;2969;376822;2016-05-06
383212;17836.0;179616;127867;2016-05-12
383212;17836.0;54976;548613;2016-05-12
383212;17836.0;87716;167534;2016-05-12
383212;17836.0;77847;419356;2016-05-12
383212;17836.0;386007;147080;2016-05-12
383212;17836.0;35397;485250;2016-05-12
383212;17836.0;415550;481035;2016-05-12
383212;17836.0;415550;514379;2016-05-12
